customer_id,android_id,trans_time,user_uuid,user_uuid_id
4368397,1305624a094f76f6,2020-09-20 10:30:13,U20032910266QCW,0
4273449,f4fcc9de28187dd1,2020-09-15 14:40:02,U2007251004PX73,1
4367058,59408d28eefd64a7,2020-09-11 15:10:23,U2009030325MEDZ,2
4294901,f6dc0227ddb7e62e,2020-09-11 19:45:04,U2008080217IQIN,3
3896949,09a9904cb55a89ba,2020-09-14 14:55:06,U2002240714V1YK,4
4382317,e2a25023bf90621a,2020-09-16 18:25:10,U2009080833ZOPX,5
4370622,0ae52fabb0e6e68f,2020-09-14 05:10:02,U2009040856KMQN,6
4375515,c1e01de544d20774,2020-09-12 11:50:15,U2009051137ZB11,7
4383017,692fb49896786007,2020-09-20 12:00:11,U2009080109R25B,8
4392388,2a5279c58edafe07,2020-09-14 13:00:19,U2009130813FKYS,9
4355456,713268e650c9353b,2020-09-08 15:15:04,U20082909598A2T,10
4382757,8e27e1c86312fdcf,2020-09-18 07:50:10,U2009081135VB1L,11
4065243,cf208876a13f4b43,2020-09-15 15:20:23,U2003251018QVCF,12
4385888,3b4a16d90684f628,2020-09-15 13:05:55,U2009090233RKBD,13
4094834,30e71b583d5cfe21,2020-09-09 13:10:21,U200331101762RS,14
4384422,423e0b773dced41a,2020-09-19 15:25:09,U2009090153KSMI,15
4356907,01a2a9774eea163e,2020-09-07 13:35:08,U200830124901QH,16
4349811,fb31f9003e4362c7,2020-09-11 16:05:12,U20082701262S6O,17
4372202,a1c2cb2d52852450,2020-09-17 18:20:06,U2009040531BHFE,18
3579757,98ecdbb6f1044946,2020-09-11 11:05:15,U1912261114UO4K,19
4289176,195138103fc9fba7,2020-09-16 11:55:25,85366489118,20
4289176,195138103fc9fba7,2020-09-16 11:55:25,U20080506531H0C,21
4349713,1ec991453a67b4ba,2020-09-11 16:20:08,U2008261157YFFM,22
4314505,8908fc5aac53e06b,2020-09-10 10:40:18,U2008150339CDYD,23
4369538,3b2a010f77a27642,2020-09-11 08:40:18,U2009030849GTZL,24
4363151,dca3c5190a3e9561,2020-09-15 12:15:15,U200901070618I0,25
4369576,7fe3283fbdb1a221,2020-09-19 21:10:13,U2009030910YRGG,26
4366517,db384a89d210836b,2020-09-18 16:55:09,U20090209562VX6,27
4375794,dcc536b41c7a1dc3,2020-09-06 20:40:05,U2009060522QKNO,28
1326245,5bb861d393c07518,2020-09-22 13:25:07,U18032012080PWV,29
1725164,8872318c536e039e,2020-09-16 06:55:08,U1806170938NRPE,30
714950,15f343749665c745,2020-09-11 11:55:12,U1801050847ZZBS,31
3908398,69fb4d4c1ecb68a5,2020-09-18 03:00:06,U2002261254ACWM,32
2448525,a6ba071fd8205448,2020-09-08 07:30:02,U18102903303HFD,33
4356316,e1e440522b8e0355,2020-09-14 10:05:28,U2008290420S8HF,34
4386922,fd0647771e30ebf2,2020-09-22 18:40:10,U2009090848RCG8,35
4371795,196e22d93a4bc3fa,2020-09-04 16:25:29,U2009040322PEHM,36
4346339,21050cde6c061edc,2020-09-14 15:30:33,U2008251045NSOT,37
4404407,35ef806981be26a2,2020-09-21 16:35:13,U2009191222NQTY,38
4386371,c2616e0ee18620b4,2020-09-18 10:15:13,U20090905000EHY,39
4360534,d3f94d942d5dfc09,2020-09-21 11:05:09,U2008310458CLBZ,40
4283502,b9c5c4fe74d008f8,2020-09-23 07:45:05,U2007310446J1AP,41
4043599,afe0585e42316f95,2020-09-11 11:25:37,U2003211208IDXM,42
4285247,467509ac5e30d0f9,2020-09-20 07:55:13,U2008010614TOSM,43
4390934,48c42d01e8c70a0c,2020-09-15 09:25:19,U2009120854Z9ZR,44
4350124,86e881581d47a7ef,2020-09-01 13:45:20,U2008270747GUY0,45
4361479,5821ade855f73fd9,2020-09-10 11:40:14,U2009010644VQXM,46
4402364,a30cb62c9f73b55a,2020-09-19 13:50:16,U2009180405X11W,47
4218165,15c568c2dc52b104,2020-09-15 17:55:05,U2006160808UJEW,48
4390719,281ca1e9d264de22,2020-09-13 11:25:13,U2009120241CMRE,49
4362282,09c7c5f189cd9b6f,2020-09-10 11:55:29,U2009010123EKTX,50
4308014,33939539073e0e80,2020-09-11 06:55:10,U2008130719IKTW,51
4360770,38b5dbabb9ba4cac,2020-09-02 09:55:28,U2008310655QF0H,52
4384053,a4ea8dd87c6a746e,2020-09-21 20:40:13,U2009080837XPS7,53
3914795,e421dae5117a39db,2020-09-13 09:40:14,U2002270149ESKT,54
4358257,1da24a8b3cb4858a,2020-09-01 10:50:35,U2008300404WGO1,55
4390056,c633887531b9f83c,2020-09-15 11:40:09,U20091103196TVD,56
4379799,bbfe61c9a86023f0,2020-09-19 14:55:02,U2009070102SBVR,57
4374400,85c8d17d04b13a97,2020-09-13 21:30:08,U2009050131W0TZ,58
4050715,9a0bfce25acbf2e7,2020-09-19 16:55:07,U2003221006ZJEV,59
4336213,21dcc10b3fa84f70,2020-09-12 21:15:08,U2008221019VTJR,60
4386838,e10f458faa121180,2020-09-12 11:55:20,U200909080092KP,61
4298111,2a7039e590eb9a15,2020-09-16 15:55:25,U2008090120TWNE,62
4378015,2ac7d31601f50108,2020-09-07 14:50:14,U2009060954I44R,63
4017443,b08324edae20289a,2020-09-03 09:40:34,U2003160429ASC0,64
4230439,f5e05399fe64828c,2020-09-14 05:01:13,U2006271104NMJ4,65
630407,05cdc3107dc0fe8c,2020-09-08 11:35:14,U1712260756EEEG,66
4196989,612d600336d302e9,2020-09-21 17:35:09,U2005180442OCXE,67
4371567,8c974f59c298f8c2,2020-09-15 11:45:02,U2009040225NTMX,68
2991304,c7046a5d0052f277,2020-09-18 18:20:08,U1903091146UNNR,69
4403335,6c7e2aad24ff899e,2020-09-18 17:25:10,U2008160228QIHJ,70
242672,9d9650b145ba49ec,2020-09-17 21:20:07,U1710010828VSQ3,71
4381497,fb63ac2f82c2c74d,2020-09-21 06:00:01,U2009071005LCWP,72
4362977,5f251db80dc10094,2020-09-04 11:25:12,U2009010553WR0K,73
4363039,00ebf18d80cd19ed,2020-09-05 12:10:19,U2009010621XMMH,74
4391250,285efae6dc0187ea,2020-09-20 15:10:16,U200912123728VU,75
2046006,697bec8da81a5547,2020-09-11 16:00:21,U18081909580UUU,76
4352288,f09958e3e49b9421,2020-09-16 20:40:03,U2008270911JBFV,77
4358490,13b939d9fba200ee,2020-09-18 16:35:10,U20083006019ZUH,78
4378128,a0ca97e7e68edacb,2020-09-10 13:15:05,U2009061107YRXK,79
4387045,92e80840f46dcc6e,2020-09-23 07:45:21,U2009090949DA7S,80
4372852,20e461cd7f23fa5a,2020-09-13 20:35:03,U2009040945LIHI,81
4349603,39698ccea0251007,2020-09-09 16:45:07,U2008261050RZZG,82
4373926,c8abac8bfe7438e7,2020-09-06 15:50:17,U2009051024T6OJ,83
4347228,89d2799a352e2a80,2020-09-17 05:01:48,U2008260940OPOQ,84
2221725,dcfd539e01815f09,2020-09-21 05:01:02,U1809200801UQQR,85
4384700,e9ac138b21cb0b5f,2020-09-19 14:45:05,U2009090822A9HB,86
4302608,1bbb9166e94ae42f,2020-09-15 05:01:30,U2008110412XL0T,87
4348608,87386729f4cd7680,2020-09-16 12:25:25,U2008260358IO3W,88
4346215,1869513e2fdccaee,2020-09-09 09:20:06,U2008250953ZW3S,89
4361137,e5ff0aa8b2039e03,2020-09-08 21:50:07,U2008311047MUI8,90
3010464,50306e537a9fa0b9,2020-09-16 14:05:09,U1903141149Z3MH,91
4372046,64d3c59d32b6e7e3,2020-09-22 14:25:07,U2009040442HCET,92
4370828,2db6059e7752071d,2020-09-15 09:30:27,U2009041009446L,93
4355964,7385bed65e05ec4c,2020-09-01 11:34:11,U2008290137417O,94
4345727,a415d07637645483,2020-09-06 16:00:01,U2008250651UFMW,95
4393058,801bc9759fab5977,2020-09-15 15:15:14,U2009130519TLYU,96
4386926,63a8af8134a79148,2020-09-13 08:55:12,U2009090850RKWM,97
4381540,14c934a8cd33cdd1,2020-09-15 13:04:30,U2009071025J4YI,98
1145006,1db061c409cffc5d,2020-09-20 15:25:03,U1802230101URVU,99
4388395,cc00d01dacde6a7c,2020-09-22 08:50:14,U2009100322HYC3,100
3315268,f3312a605453cece,2020-09-10 20:55:05,U19102001280EEC,101
4376456,4ed428a586ea9eea,2020-09-21 08:20:06,U2009061109CPVY,102
4369486,12b751a6197c899e,2020-09-12 12:00:20,U2009030822P6NW,103
4091539,35829a3ddd13b8b5,2020-09-02 05:35:06,U20033003531QHP,104
4376648,4bb70b6f2d8d4f25,2020-09-07 13:30:20,U20090612039FCV,105
4370289,3be29905f7e52f49,2020-09-04 19:40:10,U1901080222GOXL,106
4327913,c21368435a0fdff,2020-09-19 21:05:19,U20082005557XUR,107
4346252,fd011015817d3f3e,2020-09-07 14:35:07,U2008251011G2ID,108
327848,daa8c82ec09c57a7,2020-09-18 18:05:11,U1711010901NROI,109
4400667,00810ff5047b9e8e,2020-09-18 18:45:07,U2009171255Q4QZ,110
2352786,40090ba5e0401fd8,2020-09-14 20:55:10,U18101408006WXY,111
4374688,13d378ad3d5dd950,2020-09-09 11:30:23,U2009050333OHHF,112
4366489,ce00046578c9aa0c,2020-09-04 19:00:04,U2009020937Z5W9,113
4353409,93fddabd2a139f59,2020-09-06 08:35:08,U2008281118FOAZ,114
4362542,7934baa11e6691ad,2020-09-01 15:25:16,U18051006169XP6,115
4372481,8e9ac842c8dee790,2020-09-08 14:35:24,U200904070466FN,116
4362817,e7437084186d97f0,2020-09-11 18:15:14,U2009010444OEJB,117
4364480,72ce995407cbdc45,2020-09-05 20:10:13,U2009021043K3PV,118
4388985,a5e17c572cfe0e84,2020-09-22 11:05:15,U2009100933AUXL,119
4379272,121940f403e536d1,2020-09-15 11:10:28,U2009071057JBDQ,120
4362218,10345f478f558632,2020-09-02 12:25:14,U2009010102TLQV,121
4284602,1b7dda88d5e79051,2020-09-11 05:01:40,U20080112212JBX,122
1341965,c32008fa2bcd3087,2020-09-20 16:35:06,U1803221131AHKD,123
4357196,357a9be14d6dea4f,2020-09-08 11:55:21,U2008300751DVNC,124
4306663,bd14143a02b85cf7,2020-09-10 15:25:22,85835363876,125
4382966,58f53cf4a9beb5f3,2020-09-22 12:05:16,U200908125461OX,126
4405116,ec17f3730d81f640,2020-09-20 12:40:17,08381013827,127
4392848,008e1c8789e2d80f,2020-09-13 14:45:20,U2008200351UWGP,128
4383462,b939f9590e2e7fdc,2020-09-15 18:20:19,U2009080338RC53,129
4385254,751c4a2e752be52a,2020-09-09 20:15:21,U2009091149BJY9,130
4382469,c3fd1af386abb583,2020-09-11 18:45:11,U20090809282SIY,131
3985078,9fbb5fbb79159bd3,2020-09-10 10:55:26,U2003111016YVEK,132
4389590,39662d8763403425,2020-09-15 10:45:03,U2009110948GPIC,133
4357736,a921eda197f100ab,2020-09-08 18:35:26,U2008301226GAFI,134
4385274,c1ad19d6d8bc55bc,2020-09-20 12:55:19,U2009091155ZE9L,135
4385231,c7c5444441f3a282,2020-09-18 08:05:21,U2009091144A11Y,136
4343231,37c7d50ce7d2a6b4,2020-09-03 10:35:25,U2008250754AHMT,137
4403077,747bccc2366759b3,2020-09-19 12:45:17,U2009180217NIVD,138
4302110,46a665682cba3b4b,2020-09-10 08:35:29,U2008111229XYSH,139
4359566,51ea07efbab3ad6b,2020-09-14 16:30:09,U20083110341D46,140
4328591,20177c23b5a484cf,2020-09-21 09:10:05,U2008201110YXWY,141
4396249,6d16d51fb8c2ecf5,2020-09-16 11:01:06,U2009151048B2FB,142
4341437,cb3effd065695ee5,2020-09-11 13:55:15,U2008240118PSV4,143
4167604,91951853d5ac905a,2020-09-15 11:25:02,87782042709,144
4355622,b17f254bfc682788,2020-09-18 05:25:11,U2008291116PYWT,145
904787,3a7824ebf3974bd2,2020-09-15 20:05:12,U1801230421XHU7,146
3878471,1d3fe037216afd7,2020-09-21 12:35:03,U2002210508V1TJ,147
4339272,6a241c94ddd669aa,2020-09-12 22:10:08,U2008230655J48M,148
4408352,1875df37a1715610,2020-09-22 08:45:28,U2009211222Y8E2,149
4361463,302a352bf1fb3b36,2020-09-12 06:00:07,U2009010623IRWR,150
4400658,ee2548d97acb7cfa,2020-09-17 09:35:36,U2009171246SDSD,151
4131628,6fb98f2e4c096220,2020-09-19 14:45:17,U200408112970WO,152
4277280,2a8b4127d74df6cd,2020-09-12 15:25:10,U2007270447UR6I,153
4401489,157284133de8d510,2020-09-19 13:50:21,U200917012871YP,154
4407144,62e88a245a422555,2020-09-21 11:10:08,U2009200925VLPY,155
4333463,47cf6b7c9a3933c4,2020-09-20 05:01:02,U2008211022A9LQ,156
4382422,5286f55768a56fe0,2020-09-22 16:00:15,U2009080915H7JC,157
4388827,cb906099192c7e42,2020-09-22 04:45:03,U2009100800XNBD,158
4377695,cb207b9f47d1f89f,2020-09-07 11:45:21,U2009060651ZOWJ,159
4129456,16e8e3ef8d391ff4,2020-09-14 17:40:02,U2004070646D7OH,160
393267,d07ad466eb7791a9,2020-09-12 11:55:05,U1711141046MFCQ,161
4373841,7a863979ed93b6d6,2020-09-08 11:15:07,U20090509484VKA,162
4355021,24fba9c0679cdc3b,2020-09-19 21:05:11,U20082912357YE9,163
4360601,c66e87e0b976bfd3,2020-09-13 10:00:08,U2008310528G0UX,164
3663636,9d3c93d549ba5031,2020-09-22 18:15:14,U2001141254LTC3,165
4290950,3dde5b1d7de5fd87,2020-09-17 19:45:07,U2008061215U9J0,166
4392774,3b2b4b53197eddba,2020-09-16 15:05:11,U2009130119SBZB,167
4223379,38190836e78dad37,2020-09-08 19:10:10,U2006210452WCTQ,168
4347435,47d48e632bfef3b5,2020-09-20 08:55:10,U2008261043KEKA,169
4105468,0e451849296156a5,2020-09-18 08:40:04,U2004020152QGOI,170
4371991,b323e8432d46c10e,2020-09-19 10:35:16,U2009040420E6LW,171
4185212,869cf85e3a1182d7,2020-09-13 17:55:07,U2005040735DWMA,172
3103019,3f45a9455391e26f,2020-09-04 11:55:20,U19040508454OXV,173
4371905,4c19ff5cb364babe,2020-09-16 11:50:10,U2009040354FUSE,174
4386176,559ff045b2c943c0,2020-09-19 21:05:23,U2009090353MC6Y,175
4030580,adb9d9cb75125482,2020-09-21 10:35:04,U2003181046QSCY,176
4365625,ca9ec0dcb1e409d4,2020-09-03 14:00:15,U2009020528WXDS,177
4363105,1f45acffd88a6fe0,2020-09-11 13:15:09,U2009010647O5IJ,178
4371911,7114af132f1d54d1,2020-09-06 11:00:06,U2009040355BGCZ,179
4337500,f58e87d1b4f05aae,2020-09-02 14:00:07,U2008231146JZOZ,180
4371723,de84024c53be7e48,2020-09-12 11:15:21,U20090403047J5D,181
4344648,c84447e2bea523b9,2020-09-10 09:15:39,U20082502072VMI,182
3678163,7d4d156a141d3a55,2020-09-13 18:15:16,U2001160718UBYS,183
4392188,e8870f3b63790cb3,2020-09-14 16:35:23,U2009130143LQ1C,184
4360125,d572235c8b727246,2020-09-18 09:45:17,U2008310214NYZC,185
4366319,c6655baf6b3d79fa,2020-09-12 19:40:03,U2009020829CHAM,186
4335462,904549e8e5099e19,2020-09-08 16:25:24,U2008220407CNZI,187
4374245,7be62f47aed5616b,2020-09-06 15:35:25,U20090512302QYA,188
4363987,914af8693d80c39c,2020-09-09 08:00:07,U2009020736QDPV,189
4406791,a4fddd8bb76b2dc2,2020-09-21 15:10:10,U2009200534Y6EX,190
4400063,896928b024a2ea14,2020-09-17 14:05:14,U2009160623RFAI,191
4377807,53ba5a8e7c635050,2020-09-07 06:00:04,U20090607472RFW,192
4335174,7185ee517803a12c,2020-09-09 03:55:07,U20082202269LYT,193
4400604,beffb7667a37bf7a,2020-09-17 10:40:04,U2009161158F3N7,194
4357941,287213cbe24869ed,2020-09-16 12:35:10,U2008300147FXY6,195
4339602,2370d5d251312c25,2020-09-14 11:25:11,U2008230852TTZ2,196
4301169,dd2ed6c6e2f4491d,2020-09-20 15:45:03,U2008101101ZFUL,197
821977,cb814926d65598ad,2020-09-15 13:04:20,U1801150243KQAQ,198
4390094,bd9803578c8947b8,2020-09-20 10:10:07,U2009110347E2F6,199
1916231,03cc0e893453b52f,2020-09-15 13:55:10,U1807270303SDBW,200
4388148,52d092c7c1c371b8,2020-09-12 15:05:15,U2009100136BDPE,201
812362,545c41a4ab76fab0,2020-09-14 09:35:29,U1801140642QGIS,202
4367327,34fb8160805c5037,2020-09-04 16:40:07,U2009030803IGR8,203
4357732,bdddf1e3eb952d0f,2020-09-01 11:25:20,U2008301224LJKH,204
4371297,b78a4b78b223fd99,2020-09-19 21:15:08,U2009041242UZSS,205
4397985,8f20643d20e4fdda,2020-09-16 20:10:05,U20091510444TMT,206
4377934,a52befbcef6da5ea,2020-09-10 17:45:08,U2009060900V7KH,207
4386201,b33d6620f6e3e947,2020-09-10 08:00:10,U2009090400RRU1,208
4364002,859e40ec9a7cc3a6,2020-09-10 11:45:13,U2009020744OKDM,209
4369857,25c6d2d0f419b4e4,2020-09-17 13:20:04,U2009031150EYCR,210
958588,953e9ebf9f431fa4,2020-09-22 16:15:08,U1801300319MOQB,211
4384323,96ef6bbecbf63859,2020-09-23 08:30:14,U2009081146RWUC,212
4370125,91118c3f7d58cc5b,2020-09-05 10:45:26,U2009040339XPIJ,213
4368397,1305624a094f76f6,2020-09-20 10:30:13,U2009030152D4NM,214
4340039,b6d072fd9a7b6e69,2020-09-16 09:00:05,U20082311563HY0,215
4389417,12e9bab85d6f2d0f,2020-09-11 19:00:06,U2009110737TZS4,216
3743413,3ad1f95671fafc59,2020-09-07 14:55:13,U2006210107VYAS,217
4224166,c71bf1ba043bd11b,2020-09-21 12:30:09,U2006220113FWSR,218
4380900,1886b72e3b606c05,2020-09-09 15:55:26,U2009070621YAYR,219
4384264,b52fa41245727624,2020-09-09 17:15:20,U2009081104IL00,220
4261079,e04b1985f6b5ef18,2020-09-17 19:25:13,U2007170338DAVZ,221
3139617,680a7a6bb1880a07,2020-09-15 12:55:04,U1904190351ENUR,222
4399834,b1ef218aa14b50cf,2020-09-20 16:40:11,U2009160426Z8R7,223
4357166,e37dc6b35a60e057,2020-09-11 10:45:17,U2008300727SMNM,224
4381825,f1c41b416b0e477e,2020-09-15 19:35:07,U2009080109QX7Z,225
4393269,c2394b3f30f42622,2020-09-14 12:05:20,U2009130932BM79,226
4349061,48245c4a033c7519,2020-09-06 11:50:05,U2008260647SSKU,227
4292466,ec941700b7962b2c,2020-09-15 11:00:07,U2008060733BJXN,228
4018134,e7a1ba6923a533b2,2020-09-22 10:50:07,U2003160648009W,229
3590850,e21cbbf78ac5654d,2020-09-11 11:15:20,U1912290412UKEY,230
4377061,0c30108977a35dd7,2020-09-07 13:20:22,U20090602235LCS,231
4361742,2499571ab5d4f4a7,2020-09-10 09:05:22,U2009010951IQUM,232
4403336,8cf8ba088b1b3cfb,2020-09-19 14:00:04,U20091804584RAF,233
4358963,ecfa6fe3b2d7d895,2020-09-02 07:40:09,U2008311229X27C,234
4323595,78364700beaa7ded,2020-09-21 08:45:09,U2008180504GI3Y,235
4369218,26d73ffdfe95596d,2020-09-13 14:45:06,U2009030619LM0N,236
4205142,dc2baef99c517301,2020-09-09 17:05:21,U2006010556Y3QV,237
4406028,f9d051755455a38c,2020-09-21 07:40:06,U2009201134N76U,238
3989752,d4b7dbe88ac7b56a,2020-09-21 08:20:10,U2003120937R7KN,239
2385518,258351b57ecfa939,2020-09-14 09:45:11,U1810190348ENRW,240
4409458,02c3e199fa43795d,2020-09-22 11:25:16,U2009211105ZYAS,241
4347034,5a6a1da36851e4dd,2020-09-07 14:25:32,U2008260831NVNE,242
4410632,c0bb6717d02dc94e,2020-09-23 05:45:02,U2009220307ZAFW,243
4407403,9cdae978888d5802,2020-09-22 11:00:01,U2009210105V2TT,244
4351438,7f22d4929f15f47e,2020-09-06 17:40:07,U2008270327SUBL,245
4078511,66c129d3687f0524,2020-09-12 17:15:16,U20032706281PVW,246
3765597,c8e6ba8fc9b82c25,2020-09-21 02:05:07,U2002021108A4TP,247
4067609,cf65d9cac14ab8ba,2020-09-10 22:05:11,U2003250458RQKF,248
4342698,02c2802ea0359fe3,2020-09-02 15:47:53,U2008240958GUXA,249
4401091,67d354edcf27dd9b,2020-09-18 09:20:12,U2009170939GBKQ,250
4386169,a8dec904456e0b4f,2020-09-13 12:05:17,U2009090350IUUB,251
4406607,38d8d0732b0eecab,2020-09-21 12:35:35,U20092003536HQW,252
4342335,ccd6fe200a468a92,2020-09-13 10:20:08,U2008240638MENA,253
4354817,43e2a2e09122db64,2020-09-12 11:00:17,U2008280931U979,254
4386426,eac3be0444a9f6ce,2020-09-10 12:05:20,U2009090525DBHE,255
4379265,08382adec787bbaa,2020-09-15 08:35:10,U2009071055OGGJ,256
4345560,e53312f12d8ae869,2020-09-05 01:00:59,U2008250554TD7N,257
4315967,973a11b6e3765569,2020-09-21 20:40:27,U2008160723PMDI,258
4322046,dc1b367518741d9f,2020-09-17 09:35:17,U2008181002S4KF,259
4393657,b367866c7cdb2253,2020-09-19 15:55:19,U2009140853AY7M,260
4282104,2aa14c09a08a32d7,2020-09-18 12:00:05,U2007300305LKOK,261
3348457,81ec006ac615c351,2020-09-10 12:05:16,U1910281238QB5Q,262
566876,1226fb0e533bcaf3,2020-09-13 10:05:12,U1712161152AKFK,263
4375035,f6ea45493c5c49c8,2020-09-06 12:25:12,U2009050557ISIA,264
4400062,1f3c8a2658b640f4,2020-09-17 10:50:08,U2009160623GKYZ,265
4380644,e849a57e38dfb9a6,2020-09-08 14:00:09,U2009070456GCRE,266
3969496,3a938e5b99789eb0,2020-09-22 01:00:17,U2003090722RG3I,267
4361984,77132916c0689d1a,2020-09-10 14:15:17,U2009011132AYYL,268
4350058,cfb4ae0a2057426c,2020-09-17 12:30:09,U20082707058MLV,269
4386601,d898c53ba51886e8,2020-09-13 10:45:24,U2009090628LUVI,270
4397926,d151080a44266d87,2020-09-17 20:10:04,U20091510083YHB,271
4365610,8e5127f2e4d50049,2020-09-20 13:55:16,U20090205277EPT,272
4375343,33a4b67f88048e01,2020-09-06 15:25:22,U2009050915OMFL,273
3485182,be184dc544e677de,2020-09-09 12:40:34,U19120305016HF4,274
4388380,bf7e3116995b6033,2020-09-19 21:00:16,U20091003167RI5,275
